mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
42	41	122	122	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	774									132
42	41	489/4	489/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	775									132
42	41	245/2	245/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	776									132
42	41	491/4	491/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	777									132
42	41	123	123	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	778									132
42	41	493/4	493/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	779									
42	41	241/2	241/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	780									133
42	41	483/4	483/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	781									133
42	41	121	121	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	782									133
42	41	485/4	485/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	783									133
42	41	243/2	243/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	784									133
42	41	487/4	487/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	785									
42	41	122	122	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	786									134
42	41	489/4	489/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	787									134
42	41	245/2	245/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	788									134
42	41	491/4	491/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	789									134
42	41	123	123	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	790									134
42	41	493/4	493/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	791									
42	41	241/2	241/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	792									
43	42	247/2	247/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	793									
43	42	125	125	0.0	3/8	3/8	Dynamic	6/8	1	1	0						pp								
43	42	125	125	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	794									
43	42	251/2	251/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	795									
43	42	126	126	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	796									
43	42	126	126	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	797									
43	42	126	126	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	798									
43	42	126	126	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	799									
43	42	247/2	247/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	800									135
43	42	495/4	495/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	801									135
43	42	124	124	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	802									135
43	42	497/4	497/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	803									135
43	42	249/2	249/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	804									135
43	42	499/4	499/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	805									
43	42	125	125	0.0	3/8	3/8	Dynamic	6/8	2	1	0						pp								
43	42	125	125	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	806									136
43	42	501/4	501/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	807									136
43	42	251/2	251/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	808									136
43	42	503/4	503/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	809									136
43	42	126	126	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	810									136
43	42	505/4	505/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	811									
43	42	247/2	247/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	812									137
43	42	495/4	495/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	813									137
43	42	124	124	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	814									137
43	42	497/4	497/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	815									137
43	42	249/2	249/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	816									137
43	42	499/4	499/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	817									
43	42	125	125	0.0	3/8	3/8	Dynamic	6/8	3	1	0						pp								
43	42	125	125	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	818									138
43	42	501/4	501/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	819									138
43	42	251/2	251/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	820									138
43	42	503/4	503/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	821									138
43	42	126	126	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	822									138
43	42	505/4	505/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	823									
43	42	247/2	247/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	824									
43	42	253/2	253/2	0.0	3/4	3/4	Dynamic	6/8	4	1	0						pp								
44	43	253/2	253/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	825									
44	43	128	128	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	826									
44	43	257/2	257/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	827									
44	43	129	129	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	828									
44	43	129	129	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	829									
44	43	129	129	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	830									
44	43	129	129	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	831									
44	43	253/2	253/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	832									139
44	43	507/4	507/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	833									139
44	43	127	127	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	834									139
44	43	509/4	509/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	835									139
44	43	255/2	255/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	836									139
44	43	511/4	511/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	837									
44	43	128	128	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	838									140
44	43	513/4	513/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	839									140
44	43	257/2	257/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	840									140
44	43	515/4	515/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	841									140
44	43	129	129	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	842									140
44	43	517/4	517/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	843									
44	43	253/2	253/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	844									141
44	43	507/4	507/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	845									141
44	43	127	127	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	846									141
44	43	509/4	509/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	847									141
44	43	255/2	255/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	848									141
44	43	511/4	511/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	849									
44	43	128	128	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	850									142
44	43	513/4	513/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	851									142
44	43	257/2	257/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	852									142
44	43	515/4	515/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	853									142
44	43	129	129	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	854									142
44	43	517/4	517/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	855									
44	43	253/2	253/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	856									
45	44	259/2	259/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	857									
45	44	261/2	261/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	858									
45	44	261/2	261/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	859									
45	44	261/2	261/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	860									
45	44	261/2	261/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	861									
45	44	131	131	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	862									
45	44	132	132	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	863									
45	44	132	132	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	864									
45	44	132	132	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	865									
45	44	132	132	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	866									
45	44	259/2	259/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	867									143
45	44	519/4	519/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	868									143
45	44	130	130	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	869									143
45	44	521/4	521/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	870									143
45	44	261/2	261/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	871									143
45	44	523/4	523/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	872									
45	44	131	131	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	873									144
45	44	525/4	525/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	874									144
45	44	263/2	263/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	875									144
45	44	527/4	527/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	876									144
45	44	132	132	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	877									144
45	44	529/4	529/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	878									
45	44	259/2	259/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	879									145
45	44	519/4	519/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	880									145
45	44	130	130	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	881									145
45	44	521/4	521/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	882									145
45	44	261/2	261/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	883									145
45	44	523/4	523/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	884									
45	44	131	131	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	885									146
45	44	525/4	525/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	886									146
45	44	263/2	263/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	887									146
45	44	527/4	527/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	888									146
45	44	132	132	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	889									146
45	44	529/4	529/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	890									
45	44	259/2	259/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	891									
46	45	265/2	265/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	892									
46	45	133	133	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	893									
46	45	267/2	267/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	894									
46	45	134	134	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	895									
46	45	135	135	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	896									
46	45	265/2	265/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	897									
46	45	133	133	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	898									
46	45	267/2	267/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	899									
46	45	134	134	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	900									
46	45	265/2	265/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	901									
46	45	133	133	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	902									
46	45	267/2	267/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	903									
46	45	134	134	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	904									
46	45	265/2	265/2	1.5	0	0	Chord	6/8	4	1	3/8		r8	1/4	3/2	905									
46	45	134	134	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	906									
47	46	271/2	271/2	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""6.4""/><i>poco </i>"						
47	46	271/2	271/2	0.0	0	0	Dynamic	6/8	1	1	0						f								
47	46	271/2	271/2	3.0	0	0	Chord	6/8	1	1	3/4			1/2	3/2	907									
47	46	271/2	271/2	0.0	0	0	StaffText	6/8	2	1	0								"<font size=""6.4""/><i>poco </i>"						
47	46	271/2	271/2	0.0	0	0	Dynamic	6/8	2	1	0						f								
47	46	271/2	271/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	908									147
47	46	543/4	543/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	909									147
47	46	136	136	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	910									147
47	46	545/4	545/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	911									147
47	46	273/2	273/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	912									147
47	46	547/4	547/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	913									
47	46	137	137	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	914									148
47	46	549/4	549/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	915									148
47	46	275/2	275/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	916									148
47	46	551/4	551/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	917									148
47	46	138	138	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	918									148
47	46	553/4	553/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	919									
47	46	271/2	271/2	0.0	0	0	StaffText	6/8	3	1	0								"<font size=""6.4""/><i>poco </i>"						
47	46	271/2	271/2	0.0	0	0	Dynamic	6/8	3	1	0						f								
47	46	271/2	271/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	920									149
47	46	543/4	543/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	921									149
47	46	136	136	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	922									149
47	46	545/4	545/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	923									149
47	46	273/2	273/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	924									149
47	46	547/4	547/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	925									
47	46	137	137	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	926									150
47	46	549/4	549/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	927									150
47	46	275/2	275/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	928									150
47	46	551/4	551/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	929									150
47	46	138	138	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	930									150
47	46	553/4	553/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	931									
47	46	271/2	271/2	0.0	0	0	StaffText	6/8	4	1	0								"<font size=""6.4""/><i>poco </i>"						
47	46	271/2	271/2	0.0	0	0	Dynamic	6/8	4	1	0						f								
47	46	271/2	271/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	932									
48	47	277/2	277/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	933									151
48	47	555/4	555/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	934									151
48	47	139	139	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	935									151
48	47	557/4	557/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	936									151
48	47	279/2	279/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	937									151
48	47	559/4	559/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	938									
48	47	140	140	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	939									152
48	47	561/4	561/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	940									152
48	47	281/2	281/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	941									152
48	47	563/4	563/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	942									152
48	47	141	141	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	943									152
48	47	565/4	565/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	944									
48	47	277/2	277/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	945									153
48	47	555/4	555/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	946									153
48	47	139	139	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	947									153
48	47	557/4	557/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	948									153
48	47	279/2	279/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	949									153
48	47	559/4	559/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	950									
48	47	140	140	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	951									154
48	47	561/4	561/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	952									154
48	47	281/2	281/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	953									154
48	47	563/4	563/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	954									154
48	47	141	141	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	955									154
48	47	565/4	565/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	956									
48	47	277/2	277/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	957									155
48	47	555/4	555/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	958									155
48	47	139	139	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	959									155
48	47	557/4	557/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	960									155
48	47	279/2	279/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	961									155
48	47	559/4	559/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	962									
48	47	140	140	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	963									156
48	47	561/4	561/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	964									156
48	47	281/2	281/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	965									156
48	47	563/4	563/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	966									156
48	47	141	141	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	967									156
48	47	565/4	565/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	968									
48	47	277/2	277/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	969									
48	47	140	140	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	970									
49	48	283/2	283/2	3.0	0	0	Chord	6/8	1	1	3/4			1/2	3/2	971									
49	48	283/2	283/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	972									157
49	48	567/4	567/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	973									157
49	48	142	142	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	974									157
49	48	569/4	569/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	975									157
49	48	285/2	285/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	976									157
49	48	571/4	571/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	977									
49	48	143	143	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	978									158
49	48	573/4	573/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	979									158
49	48	287/2	287/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	980									158
49	48	575/4	575/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	981									158
49	48	144	144	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	982									158
49	48	577/4	577/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	983									
49	48	283/2	283/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	984									159
49	48	567/4	567/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	985									159
49	48	142	142	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	986									159
49	48	569/4	569/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	987									159
49	48	285/2	285/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	988									159
49	48	571/4	571/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	989									
49	48	143	143	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	990									160
49	48	573/4	573/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	991									160
49	48	287/2	287/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	992									160
49	48	575/4	575/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	993									160
49	48	144	144	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	994									160
49	48	577/4	577/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	995									
49	48	283/2	283/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	996									
50	49	289/2	289/2	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	997									161
50	49	579/4	579/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	998									161
50	49	145	145	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	999									161
50	49	581/4	581/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	1000									161
50	49	291/2	291/2	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	1001									161
50	49	583/4	583/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	1002									
50	49	146	146	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	1003									162
50	49	585/4	585/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	1004									162
50	49	293/2	293/2	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	1005									162
50	49	587/4	587/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	1006									162
50	49	147	147	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1007									162
50	49	589/4	589/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1008									
50	49	289/2	289/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	1009									163
50	49	579/4	579/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	1010									163
50	49	145	145	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	1011									163
50	49	581/4	581/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	1012									163
50	49	291/2	291/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	1013									163
50	49	583/4	583/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	1014									
50	49	146	146	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	1015									164
50	49	585/4	585/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	1016									164
50	49	293/2	293/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	1017									164
50	49	587/4	587/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1018									164
50	49	147	147	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1019									164
50	49	589/4	589/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1020									
50	49	289/2	289/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	1021									165
50	49	579/4	579/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	1022									165
50	49	145	145	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	1023									165
50	49	581/4	581/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	1024									165
50	49	291/2	291/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	1025									165
50	49	583/4	583/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	1026									
50	49	146	146	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	1027									166
50	49	585/4	585/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	1028									166
50	49	293/2	293/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	1029									166
50	49	587/4	587/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	1030									166
50	49	147	147	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	1031									166
50	49	589/4	589/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	1032									
50	49	289/2	289/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	1033									
50	49	146	146	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	1034									
51	50	295/2	295/2	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""6.4""/><i>cresc.</i>"						
51	50	295/2	295/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	1035									
51	50	149	149	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	1036									
51	50	295/2	295/2	0.0	0	0	StaffText	6/8	2	1	0								"<font size=""6.4""/><i>cresc.</i>"						
51	50	295/2	295/2	3.0	0	0	Chord	6/8	2	1	3/4			1/2	3/2	1037									
51	50	295/2	295/2	0.0	0	0	StaffText	6/8	3	1	0								"<font size=""6.4""/><i>cresc.</i>"						
51	50	295/2	295/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	1038									167
51	50	297/2	297/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1039									
51	50	149	149	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	1040									
51	50	150	150	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1041									
51	50	295/2	295/2	0.0	0	0	StaffText	6/8	4	1	0								"<font size=""6.4""/><i>cresc.</i>"						
51	50	295/2	295/2	0.25	0	0	Chord	6/8	4	1	1/16			1/16	1	1042									168
51	50	591/4	591/4	0.25	1/16	1/16	Chord	6/8	4	1	1/16			1/16	1	1043									168
51	50	148	148	0.25	1/8	1/8	Chord	6/8	4	1	1/16			1/16	1	1044									168
